Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,City,Payment Method,Customer Ratings,Mobile Model
815,30,5,2022,Monday,Apple,7,17904.63,Delhi,Debit Card,2,iPhone 11
816,30,5,2022,Monday,OnePlus,1,50814.27,Hyderabad,UPI,3,OnePlus 9
817,30,5,2022,Monday,OnePlus,9,60547.42,Jodhpur,Debit Card,4,OnePlus Nord
818,30,5,2022,Monday,Vivo,6,23708.29,Delhi,UPI,4,Vivo V20
819,31,5,2022,Tuesday,Vivo,5,61985.64,Indore,Cash,5,Vivo S1
820,31,5,2022,Tuesday,OnePlus,7,11999.39,Mumbai,Credit Card,2,OnePlus Nord
821,31,5,2022,Tuesday,Apple,5,64767.24,Mumbai,Credit Card,5,iPhone 12
822,31,5,2022,Tuesday,OnePlus,5,17101.73,Kolkata,Debit Card,2,OnePlus 9
823,1,6,2022,Wednesday,Apple,7,48745.55,Rajkot,Credit Card,4,iPhone SE
824,1,6,2022,Wednesday,Vivo,7,25004.95,Delhi,Cash,3,Vivo V20
825,1,6,2022,Wednesday,Samsung,3,60193.14,Delhi,Credit Card,5,Galaxy S21
826,1,6,2022,Wednesday,Vivo,3,40738.02,Delhi,Debit Card,5,Vivo Y51
827,2,6,2022,Thursday,Vivo,3,18114.47,Kanpur,Cash,5,Vivo S1
828,2,6,2022,Thursday,Xiaomi,6,44259.49,Lucknow,Cash,5,Mi 11
829,2,6,2022,Thursday,Xiaomi,6,34472.96,Delhi,UPI,3,Redmi 9
830,2,6,2022,Thursday,Xiaomi,3,49686.87,Mumbai,UPI,4,Mi 11
831,3,6,2022,Friday,Xiaomi,3,62914.2,Rajkot,Credit Card,4,Redmi 9
832,3,6,2022,Friday,Apple,8,34563.35,Delhi,Debit Card,2,iPhone 11
833,3,6,2022,Friday,OnePlus,8,27392.84,Delhi,Cash,2,OnePlus Nord
834,3,6,2022,Friday,Samsung,7,10870.91,Ludhiana,Credit Card,4,Galaxy Note 20
835,4,6,2022,Saturday,Vivo,4,44490.34,Kolkata,Credit Card,5,Vivo V20
836,4,6,2022,Saturday,Apple,4,34136.49,Delhi,UPI,3,iPhone SE
837,4,6,2022,Saturday,Samsung,3,32478.95,Patna,Credit Card,4,Galaxy S21
838,5,6,2022,Sunday,Apple,5,20976.12,Mumbai,Credit Card,3,iPhone 11
839,5,6,2022,Sunday,Apple,3,35803.32,Coimbatore,UPI,5,iPhone SE
840,5,6,2022,Sunday,Vivo,8,69066.52,Indore,Credit Card,5,Vivo Y51
841,5,6,2022,Sunday,OnePlus,7,27865.25,Hyderabad,Credit Card,5,OnePlus 8T
842,6,6,2022,Monday,Xiaomi,3,45982.26,Delhi,Cash,4,Redmi Note 10
843,6,6,2022,Monday,OnePlus,9,56589.21,Patna,Credit Card,2,OnePlus Nord
844,6,6,2022,Monday,Vivo,5,54949.47,Ranchi,UPI,4,Vivo Y51
845,6,6,2022,Monday,Vivo,9,29726.46,Delhi,UPI,5,Vivo V20
846,7,6,2022,Tuesday,Vivo,7,46651.61,Delhi,Cash,3,Vivo V20
847,7,6,2022,Tuesday,Samsung,7,62275.88,Rajkot,UPI,4,Galaxy S21
848,7,6,2022,Tuesday,OnePlus,6,10926.85,Kanpur,UPI,2,OnePlus 9
849,8,6,2022,Wednesday,OnePlus,2,36144.06,Mumbai,UPI,5,OnePlus 8T
850,8,6,2022,Wednesday,Apple,9,23456.41,Patna,Credit Card,4,iPhone 11
851,8,6,2022,Wednesday,Apple,6,33317.94,Ludhiana,Cash,5,iPhone 11
852,8,6,2022,Wednesday,Apple,8,34959.38,Lucknow,Debit Card,5,iPhone SE
853,9,6,2022,Thursday,Vivo,1,54800.26,Delhi,Cash,5,Vivo S1
854,9,6,2022,Thursday,OnePlus,5,15629.31,Mumbai,Cash,3,OnePlus 9
855,9,6,2022,Thursday,Vivo,1,40755.03,Mumbai,Cash,5,Vivo Y51
856,10,6,2022,Friday,Samsung,8,43851.69,Delhi,Debit Card,5,Galaxy S21
857,10,6,2022,Friday,Apple,8,39649.46,Delhi,Debit Card,2,iPhone 11
858,10,6,2022,Friday,Vivo,1,53912.4,Kanpur,UPI,2,Vivo S1
859,11,6,2022,Saturday,Vivo,9,33027.48,Ranchi,Credit Card,5,Vivo V20
860,11,6,2022,Saturday,Samsung,2,66698.02,Indore,UPI,2,Galaxy Note 20
861,11,6,2022,Saturday,Xiaomi,9,38908.21,Ranchi,UPI,5,Mi 11
862,11,6,2022,Saturday,OnePlus,1,44272.83,Gorakhpur,Debit Card,4,OnePlus 8T
863,12,6,2022,Sunday,Xiaomi,9,59531.85,Ranchi,UPI,5,Redmi Note 10
864,12,6,2022,Sunday,Apple,4,26514.17,Mumbai,UPI,4,iPhone SE
865,12,6,2022,Sunday,Vivo,9,14512.12,Ludhiana,Debit Card,2,Vivo Y51
866,13,6,2022,Monday,Samsung,7,52467.04,Mumbai,Cash,3,Galaxy S21
867,13,6,2022,Monday,Samsung,6,38980.71,Kolkata,Cash,3,Galaxy Note 20
868,13,6,2022,Monday,OnePlus,5,63790.26,Indore,Debit Card,5,OnePlus 9
869,14,6,2022,Tuesday,Xiaomi,9,68960.8,Kolkata,Credit Card,5,Redmi 9
870,14,6,2022,Tuesday,OnePlus,2,33946.56,Vadodara,UPI,2,OnePlus 8T
871,14,6,2022,Tuesday,Vivo,2,34926.34,Jodhpur,Cash,3,Vivo V20
872,15,6,2022,Wednesday,OnePlus,9,34477.76,Coimbatore,Debit Card,3,OnePlus 8T
873,15,6,2022,Wednesday,Samsung,3,29473.25,Jodhpur,Credit Card,5,Galaxy S21
874,15,6,2022,Wednesday,Samsung,8,56901.23,Lucknow,UPI,3,Galaxy A51
875,16,6,2022,Thursday,Apple,9,55539.75,Bhopal,Debit Card,5,iPhone SE
876,16,6,2022,Thursday,Apple,8,38718.69,Rajkot,Debit Card,5,iPhone 12
877,16,6,2022,Thursday,Vivo,4,12679.67,Kanpur,Debit Card,3,Vivo S1
878,16,6,2022,Thursday,Xiaomi,1,28573.56,Madurai,UPI,4,Mi 11
879,17,6,2022,Friday,OnePlus,4,27538.18,Mumbai,Cash,2,OnePlus Nord
880,17,6,2022,Friday,Vivo,9,58665.23,Delhi,UPI,5,Vivo Y51
881,17,6,2022,Friday,Apple,2,15254.53,Ranchi,UPI,3,iPhone SE
882,18,6,2022,Saturday,OnePlus,3,58340.52,Jodhpur,Cash,3,OnePlus Nord
883,18,6,2022,Saturday,Apple,8,50151.02,Delhi,Debit Card,5,iPhone 11
884,18,6,2022,Saturday,OnePlus,6,53946.49,Delhi,Credit Card,4,OnePlus Nord
885,18,6,2022,Saturday,Xiaomi,8,35932.79,Vadodara,Credit Card,3,Mi 11
886,19,6,2022,Sunday,Vivo,7,50783.55,Kolkata,Cash,5,Vivo Y51
887,19,6,2022,Sunday,OnePlus,5,46541.74,Rajkot,Cash,2,OnePlus Nord
888,19,6,2022,Sunday,Samsung,9,56138.81,Delhi,Debit Card,5,Galaxy A51
889,20,6,2022,Monday,Samsung,4,36806.19,Coimbatore,Credit Card,3,Galaxy Note 20
890,20,6,2022,Monday,OnePlus,6,38369.54,Delhi,Credit Card,2,OnePlus 9
891,20,6,2022,Monday,OnePlus,2,48614.57,Kolkata,Debit Card,5,OnePlus Nord
892,21,6,2022,Tuesday,OnePlus,2,16484.65,Kolkata,Cash,5,OnePlus Nord
893,21,6,2022,Tuesday,Samsung,2,36174.67,Gorakhpur,Cash,5,Galaxy S21
894,21,6,2022,Tuesday,Samsung,7,68317.05,Gorakhpur,Debit Card,4,Galaxy S21
895,22,6,2022,Wednesday,OnePlus,2,12253.14,Delhi,Cash,5,OnePlus Nord
896,22,6,2022,Wednesday,Apple,2,28960.28,Ranchi,UPI,5,iPhone SE
897,22,6,2022,Wednesday,Apple,9,28846.59,Delhi,Cash,4,iPhone SE
898,23,6,2022,Thursday,Xiaomi,7,48007.85,Delhi,UPI,5,Redmi Note 10
899,23,6,2022,Thursday,Vivo,3,16348.02,Delhi,Credit Card,5,Vivo S1
900,23,6,2022,Thursday,Apple,3,47712.64,Delhi,Credit Card,4,iPhone 12
901,23,6,2022,Thursday,Samsung,7,15702.41,Lucknow,Cash,5,Galaxy S21
902,24,6,2022,Friday,Apple,5,15697.22,Patna,Debit Card,2,iPhone 11
903,24,6,2022,Friday,Xiaomi,6,53691,Mumbai,Cash,3,Redmi Note 10
904,24,6,2022,Friday,Xiaomi,8,29448.11,Rajkot,Debit Card,5,Mi 11
905,24,6,2022,Friday,Vivo,9,68645.38,Gorakhpur,Credit Card,5,Vivo V20
906,25,6,2022,Saturday,Apple,1,12241.18,Lucknow,Credit Card,3,iPhone 12
907,25,6,2022,Saturday,Samsung,3,36706.4,Indore,Credit Card,5,Galaxy Note 20
908,25,6,2022,Saturday,Samsung,7,16788.16,Mumbai,Debit Card,3,Galaxy Note 20
909,26,6,2022,Sunday,OnePlus,6,31082.74,Delhi,Debit Card,4,OnePlus 8T
910,26,6,2022,Sunday,Samsung,7,69893.35,Bhopal,Credit Card,5,Galaxy Note 20
911,26,6,2022,Sunday,Vivo,8,63330.55,Delhi,Cash,5,Vivo Y51
912,27,6,2022,Monday,Vivo,6,12899.46,Coimbatore,Debit Card,2,Vivo Y51
913,27,6,2022,Monday,Samsung,3,43795.35,Hyderabad,UPI,2,Galaxy Note 20
914,27,6,2022,Monday,Samsung,2,48869.34,Lucknow,Credit Card,3,Galaxy S21
915,27,6,2022,Monday,OnePlus,7,22572.08,Hyderabad,Debit Card,4,OnePlus 9
916,28,6,2022,Tuesday,Samsung,1,18706.33,Jodhpur,Credit Card,3,Galaxy Note 20
917,28,6,2022,Tuesday,OnePlus,3,64262.87,Mumbai,UPI,5,OnePlus Nord
918,28,6,2022,Tuesday,OnePlus,4,68128.99,Bangalore,Cash,5,OnePlus 8T
919,29,6,2022,Wednesday,Samsung,1,69513.57,Delhi,UPI,3,Galaxy A51
920,29,6,2022,Wednesday,Xiaomi,5,57385.71,Madurai,Cash,3,Redmi Note 10
921,29,6,2022,Wednesday,Xiaomi,3,49810.12,Indore,Cash,5,Redmi Note 10
922,30,6,2022,Thursday,OnePlus,2,30743.82,Delhi,Debit Card,5,OnePlus Nord
923,30,6,2022,Thursday,Samsung,3,20283.9,Lucknow,Cash,2,Galaxy S21
924,30,6,2022,Thursday,Xiaomi,8,14738.84,Delhi,Cash,2,Mi 11
925,1,7,2022,Friday,Samsung,6,51597.85,Kolkata,Cash,5,Galaxy A51
926,1,7,2022,Friday,Samsung,7,57083.4,Mumbai,Credit Card,3,Galaxy A51
927,1,7,2022,Friday,Samsung,6,59587.22,Bangalore,Debit Card,5,Galaxy S21
928,1,7,2022,Friday,Apple,6,64825.9,Chennai,Debit Card,3,iPhone SE
929,2,7,2022,Saturday,Samsung,3,62795.77,Delhi,Cash,5,Galaxy A51
930,2,7,2022,Saturday,Apple,8,69984.48,Mumbai,Credit Card,5,iPhone SE
931,2,7,2022,Saturday,OnePlus,7,24643.84,Ranchi,Cash,5,OnePlus 9
932,2,7,2022,Saturday,Xiaomi,7,55798.46,Ranchi,Debit Card,2,Redmi 9
933,3,7,2022,Sunday,Xiaomi,6,45187.57,Mumbai,Debit Card,5,Redmi 9
934,3,7,2022,Sunday,Xiaomi,5,25674.71,Mumbai,Debit Card,4,Mi 11
935,3,7,2022,Sunday,Xiaomi,8,68914.32,Delhi,Debit Card,5,Mi 11
936,3,7,2022,Sunday,Xiaomi,5,63873.89,Chennai,Credit Card,5,Redmi 9
937,4,7,2022,Monday,Xiaomi,9,17710.94,Ludhiana,UPI,4,Redmi Note 10
938,4,7,2022,Monday,Xiaomi,9,11569.5,Gorakhpur,UPI,4,Redmi 9
939,4,7,2022,Monday,OnePlus,1,51299.85,Ranchi,Credit Card,5,OnePlus 9
940,5,7,2022,Tuesday,Samsung,6,46247.84,Delhi,Cash,3,Galaxy Note 20
941,5,7,2022,Tuesday,Vivo,7,66148.94,Lucknow,Debit Card,4,Vivo Y51
942,5,7,2022,Tuesday,Apple,3,24040.32,Delhi,Debit Card,5,iPhone SE
943,6,7,2022,Wednesday,Vivo,7,15063.28,Delhi,Debit Card,4,Vivo V20
944,6,7,2022,Wednesday,Vivo,7,25552.92,Delhi,Credit Card,5,Vivo V20
945,6,7,2022,Wednesday,Samsung,2,11135.66,Rajkot,Credit Card,5,Galaxy S21
946,6,7,2022,Wednesday,Samsung,7,12153.57,Bangalore,Debit Card,5,Galaxy A51
947,7,7,2022,Thursday,Samsung,1,64891.47,Rajkot,Debit Card,5,Galaxy S21
948,7,7,2022,Thursday,Xiaomi,5,31120.99,Lucknow,Cash,5,Mi 11
949,7,7,2022,Thursday,OnePlus,9,34648.54,Delhi,UPI,3,OnePlus 9
950,7,7,2022,Thursday,Xiaomi,7,11102.3,Mumbai,Credit Card,5,Redmi Note 10
951,8,7,2022,Friday,OnePlus,7,26231.31,Delhi,UPI,5,OnePlus Nord
952,8,7,2022,Friday,OnePlus,2,58283.56,Ranchi,Debit Card,5,OnePlus Nord
953,8,7,2022,Friday,Vivo,8,46929.46,Delhi,UPI,4,Vivo S1
954,8,7,2022,Friday,Vivo,3,55226.84,Vadodara,UPI,5,Vivo S1
955,9,7,2022,Saturday,OnePlus,8,36832.82,Mumbai,Credit Card,3,OnePlus Nord
956,9,7,2022,Saturday,OnePlus,3,28583.75,Madurai,Credit Card,2,OnePlus 9
957,9,7,2022,Saturday,Xiaomi,7,38968.61,Patna,Cash,4,Redmi Note 10
958,9,7,2022,Saturday,Xiaomi,2,29384.26,Vadodara,Debit Card,3,Redmi 9
959,10,7,2022,Sunday,Vivo,4,60338.27,Lucknow,Cash,5,Vivo S1
960,10,7,2022,Sunday,Samsung,6,27860.42,Mumbai,Credit Card,3,Galaxy S21
961,10,7,2022,Sunday,OnePlus,9,49585.82,Chennai,Cash,2,OnePlus Nord
962,11,7,2022,Monday,Xiaomi,5,18218.93,Patna,UPI,3,Mi 11
963,11,7,2022,Monday,Vivo,9,51211.99,Gorakhpur,UPI,2,Vivo V20
964,11,7,2022,Monday,Xiaomi,5,64797.98,Ranchi,Credit Card,2,Mi 11
965,11,7,2022,Monday,OnePlus,8,46514.99,Madurai,UPI,2,OnePlus 9
966,12,7,2022,Tuesday,OnePlus,1,43591.32,Rajkot,Debit Card,3,OnePlus 9
967,12,7,2022,Tuesday,Apple,7,67667.1,Madurai,Credit Card,5,iPhone 12
968,12,7,2022,Tuesday,Samsung,4,47643.79,Mumbai,Debit Card,5,Galaxy S21
969,13,7,2022,Wednesday,Apple,5,25573.03,Ranchi,Credit Card,5,iPhone 12
970,13,7,2022,Wednesday,Vivo,6,27543.46,Delhi,Credit Card,3,Vivo V20
971,13,7,2022,Wednesday,Xiaomi,5,52318.4,Mumbai,UPI,5,Redmi Note 10
972,13,7,2022,Wednesday,Vivo,1,54126.2,Ludhiana,Credit Card,5,Vivo S1
973,14,7,2022,Thursday,OnePlus,9,28209.77,Delhi,Credit Card,2,OnePlus Nord
974,14,7,2022,Thursday,Apple,2,30720.64,Hyderabad,Cash,3,iPhone SE
975,14,7,2022,Thursday,Apple,9,69463.39,Delhi,UPI,3,iPhone 11
976,15,7,2022,Friday,Apple,2,16117.15,Patna,Debit Card,4,iPhone 12
977,15,7,2022,Friday,Vivo,9,34278.7,Patna,Credit Card,4,Vivo S1
978,15,7,2022,Friday,OnePlus,6,13746.85,Gorakhpur,Debit Card,4,OnePlus Nord
979,15,7,2022,Friday,Xiaomi,9,59264.7,Kanpur,Cash,5,Redmi 9
980,16,7,2022,Saturday,Xiaomi,6,15540.75,Vadodara,Credit Card,3,Redmi Note 10
981,16,7,2022,Saturday,Vivo,6,50440.44,Delhi,Debit Card,4,Vivo V20
982,16,7,2022,Saturday,Apple,2,13389.01,Vadodara,UPI,3,iPhone 11
983,16,7,2022,Saturday,Samsung,8,50371.3,Mumbai,Cash,5,Galaxy Note 20
984,17,7,2022,Sunday,Vivo,3,60582.22,Mumbai,Cash,4,Vivo V20
985,17,7,2022,Sunday,Vivo,7,33929.29,Delhi,Debit Card,3,Vivo Y51
986,17,7,2022,Sunday,OnePlus,5,41327.59,Lucknow,Credit Card,5,OnePlus Nord
987,17,7,2022,Sunday,Xiaomi,3,34092.5,Delhi,Credit Card,5,Mi 11
988,18,7,2022,Monday,Vivo,1,28029.33,Rajkot,UPI,5,Vivo S1
989,18,7,2022,Monday,Vivo,8,58195.8,Indore,UPI,4,Vivo Y51
990,18,7,2022,Monday,Apple,3,26320.15,Jodhpur,Credit Card,5,iPhone SE
991,18,7,2022,Monday,Apple,2,53376.61,Chennai,Cash,5,iPhone 11
992,19,7,2022,Tuesday,Samsung,1,22371.82,Delhi,UPI,5,Galaxy Note 20
993,19,7,2022,Tuesday,OnePlus,4,24991.23,Mumbai,UPI,3,OnePlus 9
994,19,7,2022,Tuesday,Samsung,8,30187.67,Mumbai,Cash,5,Galaxy S21
995,20,7,2022,Wednesday,Apple,3,45349.38,Jodhpur,Credit Card,4,iPhone SE
996,20,7,2022,Wednesday,Xiaomi,1,37265.34,Mumbai,Debit Card,3,Redmi Note 10
997,20,7,2022,Wednesday,Apple,4,54708.69,Rajkot,UPI,3,iPhone SE
998,20,7,2022,Wednesday,OnePlus,9,22814.04,Mumbai,Cash,5,OnePlus 9
999,21,7,2022,Thursday,Apple,1,10640.34,Patna,UPI,3,iPhone 12
1000,21,7,2022,Thursday,OnePlus,2,56593.45,Mumbai,Cash,3,OnePlus Nord
1001,21,7,2022,Thursday,OnePlus,9,59298.96,Indore,UPI,5,OnePlus 8T
1002,22,7,2022,Friday,OnePlus,2,13568.81,Mumbai,Credit Card,4,OnePlus Nord
1003,22,7,2022,Friday,OnePlus,3,46654.45,Bangalore,Cash,5,OnePlus Nord
1004,22,7,2022,Friday,OnePlus,7,32692.41,Delhi,Debit Card,5,OnePlus Nord
1005,23,7,2022,Saturday,Xiaomi,3,57633.74,Vadodara,Debit Card,5,Redmi Note 10
1006,23,7,2022,Saturday,Samsung,9,62464.87,Hyderabad,UPI,5,Galaxy S21
1007,23,7,2022,Saturday,Vivo,6,61060.23,Jodhpur,Debit Card,5,Vivo V20
1008,24,7,2022,Sunday,Samsung,3,56632.25,Ranchi,UPI,5,Galaxy A51
1009,24,7,2022,Sunday,OnePlus,9,26143.13,Bhopal,Cash,5,OnePlus 8T
1010,24,7,2022,Sunday,Xiaomi,1,58713.38,Delhi,Cash,4,Mi 11
1011,25,7,2022,Monday,Apple,3,42008.71,Bhopal,Debit Card,5,iPhone SE
1012,25,7,2022,Monday,Xiaomi,1,13165.4,Kanpur,Debit Card,5,Redmi 9
1013,25,7,2022,Monday,OnePlus,2,37416.33,Delhi,Credit Card,5,OnePlus 8T
1014,25,7,2022,Monday,Xiaomi,8,66529.48,Ranchi,Cash,5,Redmi Note 10
1015,26,7,2022,Tuesday,Xiaomi,7,63271.56,Bangalore,Debit Card,5,Redmi 9
1016,26,7,2022,Tuesday,OnePlus,2,16135.86,Mumbai,Debit Card,5,OnePlus 8T
1017,26,7,2022,Tuesday,Xiaomi,2,54647.6,Rajkot,Debit Card,3,Mi 11
1018,27,7,2022,Wednesday,Vivo,9,58347.57,Lucknow,UPI,3,Vivo Y51
1019,27,7,2022,Wednesday,Vivo,6,26283.29,Ludhiana,Credit Card,3,Vivo V20
1020,27,7,2022,Wednesday,Xiaomi,5,38296.51,Mumbai,Cash,3,Mi 11
1021,28,7,2022,Thursday,Apple,6,52659.28,Ranchi,Debit Card,5,iPhone 11
1022,28,7,2022,Thursday,OnePlus,9,36342.49,Gorakhpur,Debit Card,3,OnePlus 8T
1023,28,7,2022,Thursday,Vivo,7,16767.82,Delhi,Debit Card,5,Vivo S1
1024,29,7,2022,Friday,Apple,9,52352.95,Lucknow,UPI,4,iPhone SE
1025,29,7,2022,Friday,Xiaomi,4,64698.32,Lucknow,Cash,3,Redmi 9
1026,29,7,2022,Friday,Apple,2,49149.08,Mumbai,Debit Card,5,iPhone 11
1027,29,7,2022,Friday,Samsung,8,56428.04,Delhi,Debit Card,4,Galaxy Note 20
1028,30,7,2022,Saturday,Vivo,4,31501.75,Patna,UPI,5,Vivo V20
1029,30,7,2022,Saturday,Xiaomi,9,20991.89,Kanpur,UPI,4,Mi 11
1030,30,7,2022,Saturday,OnePlus,4,48566.42,Delhi,Credit Card,4,OnePlus 9
1031,30,7,2022,Saturday,Xiaomi,8,29666.27,Rajkot,Credit Card,5,Mi 11
1032,31,7,2022,Sunday,OnePlus,9,61604.41,Lucknow,Cash,3,OnePlus 9
1033,31,7,2022,Sunday,Xiaomi,9,17357.68,Kanpur,Credit Card,5,Redmi 9
1034,31,7,2022,Sunday,Apple,4,36007.82,Delhi,Cash,5,iPhone 11
1035,31,7,2022,Sunday,Apple,1,33803.66,Patna,Credit Card,5,iPhone 12
1036,1,8,2022,Monday,Apple,3,66283.23,Delhi,Debit Card,5,iPhone SE
1037,1,8,2022,Monday,Samsung,9,19188.09,Jodhpur,Credit Card,5,Galaxy A51
1038,1,8,2022,Monday,OnePlus,4,10590.81,Kolkata,Debit Card,4,OnePlus 8T
1039,1,8,2022,Monday,Apple,5,24285.11,Ranchi,Cash,3,iPhone 12
1040,2,8,2022,Tuesday,Samsung,7,59216.61,Delhi,Credit Card,3,Galaxy S21
1041,2,8,2022,Tuesday,OnePlus,5,22559.31,Delhi,Credit Card,5,OnePlus 9
1042,2,8,2022,Tuesday,Xiaomi,4,24452.68,Mumbai,Credit Card,5,Redmi 9
1043,3,8,2022,Wednesday,Samsung,2,17793.93,Delhi,Debit Card,5,Galaxy S21
1044,3,8,2022,Wednesday,Vivo,2,52926.17,Bangalore,Debit Card,5,Vivo S1
1045,3,8,2022,Wednesday,Samsung,4,14150.45,Delhi,Credit Card,5,Galaxy S21
1046,4,8,2022,Thursday,Samsung,9,29872.5,Indore,Cash,5,Galaxy A51
1047,4,8,2022,Thursday,OnePlus,8,26949.92,Madurai,Debit Card,5,OnePlus 8T
1048,4,8,2022,Thursday,Xiaomi,3,43309.58,Mumbai,UPI,5,Redmi 9
1049,4,8,2022,Thursday,Vivo,9,53824.98,Mumbai,Cash,5,Vivo V20
1050,5,8,2022,Friday,Apple,5,41972.59,Chennai,Cash,5,iPhone SE
1051,5,8,2022,Friday,Apple,3,65861.56,Jodhpur,Cash,5,iPhone 12
1052,5,8,2022,Friday,Samsung,5,67086.56,Mumbai,Debit Card,5,Galaxy Note 20
1053,6,8,2022,Saturday,OnePlus,4,31687.92,Rajkot,Credit Card,4,OnePlus Nord
1054,6,8,2022,Saturday,OnePlus,8,56660.82,Ranchi,Credit Card,5,OnePlus 8T
1055,6,8,2022,Saturday,Apple,5,54328.08,Mumbai,UPI,5,iPhone SE
1056,7,8,2022,Sunday,Vivo,8,63577.88,Indore,Credit Card,5,Vivo S1
1057,7,8,2022,Sunday,Xiaomi,9,36876.62,Chennai,UPI,5,Mi 11
1058,7,8,2022,Sunday,Vivo,4,41828.39,Kolkata,UPI,5,Vivo Y51
1059,8,8,2022,Monday,Xiaomi,7,34946.46,Patna,Credit Card,3,Redmi 9
1060,8,8,2022,Monday,Apple,2,61022.62,Delhi,UPI,5,iPhone SE
1061,8,8,2022,Monday,Xiaomi,6,23782.14,Hyderabad,Cash,5,Redmi 9
1062,8,8,2022,Monday,OnePlus,8,24382.54,Ludhiana,Cash,3,OnePlus 8T
1063,9,8,2022,Tuesday,Samsung,7,32356.31,Patna,Cash,5,Galaxy S21
1064,9,8,2022,Tuesday,Samsung,7,23820.57,Mumbai,Debit Card,5,Galaxy Note 20
1065,9,8,2022,Tuesday,Apple,8,43660.41,Bangalore,UPI,4,iPhone SE
1066,9,8,2022,Tuesday,OnePlus,7,18069.41,Madurai,UPI,4,OnePlus Nord
1067,10,8,2022,Wednesday,Vivo,5,29211.17,Patna,Cash,4,Vivo Y51
1068,10,8,2022,Wednesday,OnePlus,7,64806.68,Mumbai,Debit Card,5,OnePlus Nord
1069,10,8,2022,Wednesday,Samsung,3,34553.53,Delhi,Credit Card,5,Galaxy A51
1070,11,8,2022,Thursday,Samsung,5,54894.02,Coimbatore,Cash,3,Galaxy A51
1071,11,8,2022,Thursday,OnePlus,7,16807.73,Ranchi,Debit Card,5,OnePlus Nord
1072,11,8,2022,Thursday,OnePlus,9,24853.87,Delhi,Credit Card,5,OnePlus Nord
1073,11,8,2022,Thursday,Samsung,2,58440.74,Mumbai,Debit Card,3,Galaxy S21
1074,12,8,2022,Friday,Vivo,4,55779.58,Vadodara,Credit Card,3,Vivo Y51
1075,12,8,2022,Friday,Apple,7,33169.36,Delhi,UPI,5,iPhone 11
1076,12,8,2022,Friday,Apple,1,67263.81,Delhi,UPI,5,iPhone 11
1077,12,8,2022,Friday,OnePlus,2,64638.58,Ranchi,Debit Card,5,OnePlus 9
1078,13,8,2022,Saturday,Apple,9,67738.04,Vadodara,Debit Card,5,iPhone 12
1079,13,8,2022,Saturday,Samsung,7,35674.88,Delhi,Credit Card,4,Galaxy Note 20
1080,13,8,2022,Saturday,Samsung,7,21848.42,Delhi,Debit Card,5,Galaxy Note 20
1081,13,8,2022,Saturday,OnePlus,6,47599.52,Delhi,Debit Card,3,OnePlus 8T
1082,14,8,2022,Sunday,OnePlus,3,51086.39,Hyderabad,Credit Card,3,OnePlus Nord
1083,14,8,2022,Sunday,OnePlus,3,17526.51,Delhi,Credit Card,4,OnePlus 9
1084,14,8,2022,Sunday,Vivo,2,57188.98,Patna,UPI,3,Vivo V20
1085,14,8,2022,Sunday,Apple,6,11083.61,Bangalore,Cash,4,iPhone SE
1086,15,8,2022,Monday,OnePlus,4,38963.7,Delhi,Debit Card,5,OnePlus 9
1087,15,8,2022,Monday,Xiaomi,5,29860.98,Delhi,Credit Card,4,Mi 11
1088,15,8,2022,Monday,Xiaomi,3,54418.18,Rajkot,UPI,5,Redmi Note 10
1089,15,8,2022,Monday,Samsung,6,28765.64,Vadodara,Cash,4,Galaxy A51
1090,16,8,2022,Tuesday,Apple,3,59608.43,Rajkot,Debit Card,5,iPhone 11
1091,16,8,2022,Tuesday,OnePlus,8,45697.21,Bangalore,UPI,4,OnePlus 9
1092,16,8,2022,Tuesday,Xiaomi,9,57633.6,Delhi,Cash,5,Mi 11
1093,17,8,2022,Wednesday,Apple,4,69360.44,Delhi,Debit Card,5,iPhone 12
1094,17,8,2022,Wednesday,Samsung,9,50749.5,Lucknow,UPI,5,Galaxy Note 20
1095,17,8,2022,Wednesday,Vivo,7,69097.02,Delhi,Debit Card,5,Vivo S1
1096,17,8,2022,Wednesday,Apple,3,11730.18,Delhi,Cash,5,iPhone SE
1097,18,8,2022,Thursday,Apple,7,30288.4,Delhi,Credit Card,5,iPhone 12
1098,18,8,2022,Thursday,Vivo,1,16471.2,Mumbai,UPI,4,Vivo V20
1099,18,8,2022,Thursday,Apple,3,25738.3,Delhi,Cash,5,iPhone 11
1100,19,8,2022,Friday,Samsung,6,60333.27,Delhi,Debit Card,5,Galaxy A51
1101,19,8,2022,Friday,Samsung,4,11939.4,Gorakhpur,Cash,5,Galaxy Note 20
1102,19,8,2022,Friday,Vivo,7,41210.98,Mumbai,Cash,5,Vivo S1
1103,20,8,2022,Saturday,OnePlus,3,44027.72,Patna,Credit Card,5,OnePlus 8T
1104,20,8,2022,Saturday,Xiaomi,1,43669.07,Delhi,UPI,5,Mi 11
1105,20,8,2022,Saturday,OnePlus,9,38517.82,Chennai,Cash,5,OnePlus 8T
1106,20,8,2022,Saturday,Apple,6,57436.18,Kanpur,Credit Card,3,iPhone 12
1107,21,8,2022,Sunday,Xiaomi,8,18012.59,Delhi,Credit Card,5,Redmi 9
1108,21,8,2022,Sunday,Vivo,3,28634.62,Delhi,Credit Card,1,Vivo V20
